epoch,train_loss,val_loss
1,0.6966114640235901,0.6899027228355408
2,0.6897774338722229,0.6833547949790955
3,0.6831312775611877,0.6774098873138428
4,0.676991879940033,0.6730303168296814
5,0.6725078225135803,0.6706678867340088
6,0.6700802445411682,0.6700047254562378
7,0.6694271564483643,0.6628124713897705
8,0.6620271801948547,0.6553070545196533
9,0.6543402671813965,0.6477909684181213
10,0.646638810634613,0.6406272649765015
11,0.6392136216163635,0.6342152953147888
12,0.6325046420097351,0.6289303302764893
13,0.6271235346794128,0.6250346302986145
14,0.62310391664505,0.6225911378860474
15,0.6205562353134155,0.6214190125465393
16,0.6193973422050476,0.6211119890213013
17,0.6190829277038574,0.6074143648147583
18,0.6048330664634705,0.5913496613502502
19,0.5882388353347778,0.5728451609611511
20,0.5688119530677795,0.5525639057159424
21,0.54749995470047,0.5331071615219116
22,0.5264736413955688,0.5216827988624573
23,0.5119397640228271,0.5316101908683777
24,0.5184491276741028,0.5519644618034363
25,0.53557288646698,0.5544418692588806
26,0.5382059812545776,0.5467801690101624
27,0.5316765904426575,0.5377379655838013
28,0.5236312747001648,0.5309728384017944
29,0.5184633135795593,0.5269060134887695
30,0.514735996723175,0.524777889251709
31,0.5136430859565735,0.523758053779602
32,0.5132016539573669,0.523290753364563
33,0.5126832127571106,0.5230781435966492
34,0.5126250982284546,0.5229817628860474
35,0.5127531886100769,0.5229427814483643
36,0.5129520893096924,0.5229331254959106
37,0.5128851532936096,0.522508442401886
1,0.8251745104789734,0.8121090531349182
2,0.8120458126068115,0.799309253692627
3,0.7992390394210815,0.7877035737037659
4,0.7875505685806274,0.7791680097579956
5,0.7789470553398132,0.7745705246925354
6,0.7743093967437744,0.7732812166213989
7,0.7730258107185364,0.759326696395874
8,0.7589676380157471,0.7448287606239319
9,0.7443729043006897,0.7303873896598816
10,0.7300256490707397,0.7167054414749146
11,0.7161122560501099,0.7045366168022156
12,0.7039806842803955,0.6945681571960449
13,0.6937911510467529,0.6872595548629761
14,0.6865553855895996,0.6826949715614319
15,0.6819813251495361,0.680511474609375
16,0.6796107888221741,0.6799406409263611
17,0.6790355443954468,0.6547092199325562
18,0.6536704301834106,0.625799834728241
19,0.6245899200439453,0.5936205387115479
20,0.5923421382904053,0.5602231025695801
21,0.5588759779930115,0.5313812494277954
22,0.5294754505157471,0.516787588596344
23,0.514809250831604,0.5219327211380005
24,0.5213755965232849,0.5431277751922607
25,0.5432142615318298,0.5523020625114441
26,0.5522149205207825,0.5490216016769409
27,0.5484315156936646,0.541236162185669
28,0.5404669642448425,0.5337360501289368
29,0.5330735445022583,0.5282257199287415
30,0.5275198221206665,0.5247133374214172
31,0.5227253437042236,0.5226613879203796
32,0.5212069153785706,0.5215258598327637
33,0.5196050405502319,0.5209258198738098
34,0.5190598964691162,0.5206304788589478
35,0.5185286402702332,0.5205087065696716
36,0.5189041495323181,0.520479142665863
37,0.5183379650115967,0.519555926322937
1,0.8250994086265564,0.8121179938316345
2,0.8119879364967346,0.7993777990341187
3,0.7991832494735718,0.7878277897834778
4,0.787440836429596,0.7793339490890503
5,0.7788312435150146,0.7747594118118286
